


OLDGD:N+:CO+
"EDWAR:N+:X, EDWAR:C+:X"
"EDWAR:O-:X, "
"ELINO:A+:OC, MARIA:X:ST+"

MARIA:A-:ST+

MARIA:X:ST+
MARIA:X:CO-
"MARIA:A+:X, EDWAR:A+:X, EDWAR:C+:X"
EDWAR:A+:X


MARIA:A+:ST+
"EDWAR:E-:X, EDWAR:A+:X, EDWAR:C+:X, "
"EDWAR:E-:ST+, EDWAR:O+:X"

EDWAR:E-:X

EDWAR:O+:X
EDWAR:E-:X
EDWAR:A+:X


MARIA:X:CO+
EDWAR:X:ST-
"ELINO:E-:X, ELINO:N-:X"

ELINO:C+:X
"ELINO:X:CO+, MARIA:C-:X, MSDSH:C-:X"
ELINO:X:ST+
ELINO:N-:X
MARIA:N+:CO-

ELINO:A-:X
ELINO:A-:X
ELINO:X:CO+
MARIA:E+:X



ELINO:C+:X

ELINO:C+:CO+

ELINO:C+:CO+
ELINO:C+:CO+
"ELINO:C+:CO+, FANNY:A-:SE+, EDWAR:X:SE-"
"MARIA:O+:X, MSDSH:O+:X"


"MARIA:A-:SE+, MARIA:X:OC+"
MARIA:X:OC+


ELINO:A+:ST+
EDWAR:N+:X

MSFER:A-:SE+

ELINO:C+:CO+
ELINO:N+:X
"ELINO:C+:X, ELINO:A+:X, FANNY:X:CO+"
"FANNY:A-:SE+, FANNY:X:CO-, MSFER:X:SE+"
"MSDSH:X:ST+, MSDSH:X:OC+"

SRMID:A+:ST+
"FANNY:A-:SE+, FANNY:X:CO-, MSFER:X:SE+"
SRMID:A+:ST+
SRMID:C+:ST+
SRMID:A+:ST+
MSDSH:C-:X
MSDSH:C-:X

MSDSH:X:CO+
MSDSH:C-:CO+
ELINO:C+:CO+

ELINO:C+:CO+
MSDSH:C-:X

MRJOD:A+:X







MSDSH:E+:X
MSDSH:E+:X
MSDSH:A+:X

"MSDSH:X:ST+, FANNY:X:SE+"
MRJOD:A-:ST+
"MRJOD:A+:CO+, MRJOD:X:ST-"

MARIA:O+:X
"FANNY:X:ST-, FANNY:X:SE+"

MSDSH:C+:OC+
ELINO:C+:CO+
"MSDSH:X:CO+, MSDSH:X:ST+"
ELINO:C+:CO+
"MSDSH:C-:X, MSDSH:X:CO+"
FANNY:A-:X


MRJOD:X:ST-
"MRJOD:A-:ST-, MRJOD:X:SE+"


"MARIA:E+:X, MARIA:N+:X"
MARIA:N+:X
MARIA:N+:X
"MARIA:N+:X, MARIA:O+:X"
MARIA:N+:X
"MARIA:O+:X, MSDSH:O+:X, ELINO:O+:X, MARGA:O+:X"









"MARGA:X:ST+, MARIA:X:ST+, MSDSH:X:ST+, ELINO:X:ST+"






"MSDSH:X:SE-, MSDSH:X:OC+"
"MSDSH:N-:X, MSDSH:C+:X"
MSDSH:X:OC+
"MSDSH:E+:CO, MSDSH:O+:X"
MSDSH:O+:X
MSDSH:X:OC+

MSDSH:C-:SE-
"MARIA:O+:OC+, ELINO:O+:OC+"
SRMID:E+:ST+


"SRMID:E+:X, SRMID:A+:X"
SRMID:E+:X
"SRMID:E+:ST+, SRMID:X:CO-"
SRMID:E+:ST+
SRMID:E+:ST+
LADYM:A+:ST+


LADYM:X:CO+
"LADYM:E-:CO+, LADYM:A-:X, SRMID:A+:X, SRMID:E+:X"
"SRMID:E+:X, LADYM:A-:X, LADYM:C+:X, JHYMD:E-:X"


SRMID:E+:X


"SRMID:X:OC+, LADYM:X:OC+"
"SRMID:X:SE-, LADYM:X:SE+"

"SRMID:O-:X, LADYM:O-:X"

"SRMID:X:OC-, LADYM:X:OC-"

"SRMID:E+:X, LADYM:X:CO+"
LADYM:C+:SE+
SRMID:E+:ST+
SRMID:E+:OC+
SRMID:E+:X
"ELINO:X:OC+, MARGA:X:OC+, MARIA:X:OC+"
SRMID:X:OC+
SRMID:E+:SE-
"SRMID:A+:ST+, SRMID:A-:OC-"
MSDSH:A+:CO+

SRMID:E+:X
SRMID:E+:X
"MSJEN:N-:X, MSJEN:A+:X"
"MSDSH:E-:X, ELINO:E-:X, MARIA:E-:X, MARGA:E-:X"
"MSJEN:E+:CO-, MSJEN:A+:X"
"MSJEN:E+:X, MSJEN:O+:X"
"MARIA:N+:X, ELINO:N-:X"
COLBR:E-:X
COLBR:E-:X
COLBR:A+:X
"LADYM:A-:X, COLBR:E-:X, MSJEN:E+:X, SRMID:E+:X"
LADYM:N-:ST+

"LADYM:O-:OC-, MARIA:O+:X"

"SRMID:E+:X, SRMID:A-:X"
LADYM:O+:X
COLBR:O-:X
COLBR:X:CO+
"COLBR:O-:CO+, LADYM:X:CO-, SRMID:X:CO-, COLBR:X:OC-"
MARIA:A+:X


MSJEN:E+:X
MSJEN:E+:OC+


MSJEN:C-:X
MSJEN:X:SE+
MSJEN:E+:X
MSJEN:X:OC+
MSJEN:X:OC+















MARIA:X:CO+
MARIA:X:CO+

MARIA:A-:X
MARIA:A-:X
ELINO:A+:X
MARIA:A-:X



















ELINO:N-:X
ELINO:N-:X
ELINO:N-:X


SRMID:E+:X
"SRMID:X:ST+, MSDSH:E-:OC+, "




"MARIA:O+:X, MARGA:O+:X"
"ELINO:O+:X, MSDSH:O+:X"
"MARIA:O+:X, MARGA:O+:X, ELINO:C+:X, MSDSH:C+:X"
MARIA:O+:X


"MARIA:X:CO-, MARGA:X:CO-"



WILLO:X:ST+

"WILLO:X:ST+, WILLO:X:CO-"
WILLO:X:CO-
WILLO:A+:X
MSDSH:X:ST+
MSDSH:A+:X
WILLO:A+:X


WILLO:X:CO+


MARIA:E+:X
MARIA:X:OC+


MARIA:O+:X



SRMID:E+:X






MARIA:N+:X

MARIA:X:OC+

SRMID:X:OC-






SRMID:X:CO+


MSDSH:X:CO+
MSDSH:X:CO+
MSDSH:X:SE-

WILLO:A+:X
WILLO:E+:X

WILLO:E+:X

MARIA:X:OC+


MARIA:X:CO-
MARIA:X:CO-
"MARIA:X:OC-, MARIA:X:OC+"
SRMID:A+:CO+
SRMID:X:CO+

MSDSH:A+:ST+
WILLO:X:ST+



MARIA:E+:X

WILLO:O+:X
MARIA:E+:X
MARIA:E+:X
"MARIA:O+:X, WILLO:O+:X"
"MARIA:O+:X, WILLO:O+:X"

MARIA:E+:OC+






ELINO:E-:X



MARIA:X:CO-
MSDSH:A+:X


WILLO:X:OC+



"WILLO:O+:X, WILLO:A+:X, WILLO:E+:X"
MARIA:X:OC+

"MARIA:O+:X, WILLO:O+:X"
"ELINO:X:CO+, ELINO:X:ST+, WILLO:A-:X, MARIA:X:CO-"
"ELINO:X:CO+, ELINO:X:ST+, WILLO:A-:X, MARIA:X:CO-"
MARIA:N+:X
"WILLO:O+:OC+, "
MSDSH:X:SE+



ELINO:A+:X
ELINO:A+:X
"ELINO:O+:X, COLBR:E-:X"
"COLBR:N-:X, COLBR:A+:CO+"
ELINO:A+:X
ELINO:X:ST+
"WILLO:A-:X, MARIA:A-:X"
"ELINO:X:CO+, ELINO:X:ST+"
"ELINO:A+:X, ELINO:E+:X"
WILLO:A-:X

"WILLO:A-:X, MARIA:A-:X"

"COLBR:C+:X, ELINO:X:CO+"

COLBR:O+:X
ELINO:O+:OC+
"COLBR:O-:X, MARIA:A-:X"
"ELINO:O+:X, ELINO:A+:X"
WILLO:A-:X
"ELINO:A+:X, COLBR:O+:X"


"COLBR:A+:X, COLBR:E-:X"
"MARIA:A-:X, COLBR:O-:X"
"MARIA:A-:X, COLBR:O-:X, COLBR:N-:X"
ELINO:A+:X
"COLBR:C+:X, COLBR:O+:X, COLBR:A+:X"

ELINO:C+:X

"WILLO:A-:X, ELINO:O+:X"
"COLBR:C+:X, WILLO:X:SE+"




SRMID:X:OC+
SRMID:E+:X
"WILLO:E+:SE+, WILLO:X:OC+ "

"ELINO:X:CO+, MARIA:X:CO-, WILLO:X:CO-"
"MARIA:X:CO-, MARIA:X:OC+"
"WILLO:X:OC+, WILLO:X:CO-, MARIA:X:OC+, WILLO:X:OC+"



WILLO:X:ST+

"WILLO:O+:X, MARIA:O+:X"
MSDSH:X:CO-




ELINO:C+:X
ELINO:N+:X
MSJEN:E+:X
MSJEN:E+:X
LADYM:E-:X
"LADYM:E-:X, LADYM:N-:X"
LADYM:N-:X
LADYM:O-:X
"LADYM:N-:SE+, LADYM:E-:X"
ELINO:E-:X


ELINO:A+:X
ELINO:A+:X
"ELINO:E-:X, COLBR:E-:X"
MARIA:A-:X
MARIA:O+:OC+


MARIA:A-:X
ELINO:O+:X
"MARIA:X:CO-, COLBR:X:CO-"
ELINO:X:CO+
MARIA:O-:X
ELINO:X:CO+



MARIA:O-:X





ELINO:X:ST+
MARIA:X:OC+
MARIA:O+:X
MARIA:A-:OC+

"MARIA:C-:OC+, MARIA:X:ST-"
WILLO:C-:X
MARIA:X:ST+
MARIA:X:OC+
MARIA:C-:OC+
"MARIA:C-:OC+, MARIA:X:ST-"
ELINO:X:CO+



MARIA:X:CO-

MARIA:X:CO-

ELINO:X:CO+
MARIA:N+:X
"MARIA:X:CO-, MARIA:X:OC+"
"MARIA:X:ST+, MSDSH:X:OC+"
MARIA:X:ST+

WILLO:X:OC+
WILLO:X:ST+


ELINO:X:CO+




MARGA:O+:X







MARGA:O+:X
MSJEN:E+:X
"MARGA:E+:X, ELINO:A+:X"

MSJEN:A-:X
MARIA:X:CO+
MARGA:A-:X


MARGA:A+:X




MARIA:X:CO+
"LADYM:O-:CO+, MSJEN:E+:X, SRMID:E+:X"
COLBR:A+:X



SRMID:O+:X
SRMID:X:OC+
SRMID:C-:X









LADYM:X:ST+


MSJEN:A+:X





MSJEN:E+:X
LADYM:X:CO+
MSJEN:X:CO-










SRMID:X:OC+
SRMID:X:ST-

MSJEN:E+:X
WILLO:X:OC+

WILLO:A-:X
WILLO:A-:X
WILLO:A-:X
WILLO:A-:X
MARIA:A-:X
COLBR:C+:X
SRMID:X:OC+
"SRMID:X:ST+, MSCAR:X:OC+"
COLBR:A+:ST+

LADYM:A+:X

SRMID:E+:X
SRMID:E+:X
MSJEN:E+:ST-
SRMID:X:ST+
SRMID:X:ST+







"SRMID:X:OC+, SRMID:X:ST-"
COLBR:X:CO+



COLBR:E-:X

COLBR:X:CO+
MSJEN:X:CO+





MSJEN:E+:X



MSJEN:X:CO+
MSJEN:X:CO-


SRMID:E+:OC+
MARIA:X:OC+



"SRMID:E+:X, MSCAR:E+:X"



MARIA:X:CO+
WILLO:X:CO+



"MSJEN:E+:OC+, WILLO:X:OC+, MARIA:X:OC+"
"ELINO:X:CO+, MARIA:X:CO-, WILLO:X:CO-"
ELINO:X:CO+
MARIA:X:CO-
MARIA:X:CO-
MARIA:X:CO-
ELINO:X:CO+

MARIA:X:CO-
MARIA:X:OC+
"ELINO:X:CO+, ELINO:X:OC-"
"MARIA:X:CO+, MARIA:X:OC+"
"ELINO:X:CO+, MARIA:X:CO+"
MARIA:X:OC+
MARIA:X:OC+
ELINO:X:CO+
"MARIA:X:CO+, MARIA:X:OC+"

MARIA:O+:X
MARIA:X:OC+

"MSJEN:O+:X, MSJEN:E+:X"
MSJEN:O+:ST+
MSJEN:O+:ST+
MSJEN:O+:ST+
MSJEN:O+:ST+




"MSJEN:O+:X, MSJEN:E+:X"


COLBR:C+:X



MSJEN:X:ST+
MSJEN:E+:X
"MSJEN:E+:X, MSJEN:O+:X"
"ELINO:X:ST+, MSJEN:O+:X"
"MARIA:X:OC+, WILLO:X:OC+ "
"WILLO:E+:X, MARIA:E+:X"


WILLO:C-:OC+
"WILLO:E+:X, MARIA:E+:X, ELINO:X:CO+"

WILLO:X:ST+
WILLO:E+:X
WILLO:X:OC-

WILLO:E+:X

"ELINO:C+:X, MSDSH:C-:X"
WILLO:X:OC-


MSDSH:A+:ST+
MSDSH:A+:ST+


WILLO:X:OC+
ELINO:C+:X
WILLO:O+:X

WILLO:X:OC+
MARIA:X:OC+
WILLO:E+:X

WILLO:E+:X


WILLO:O+:X

WILLO:E+:X
MSDSH:X:ST+



"WILLO:X:OC+, MSDSH:A+:X"
WILLO:A+:X

MSDSH:E+:X

MSDSH:A+:CO-





"WILLO:X:CO+, MSDSH:X:ST+"

MSSMI:X:ST+








MSDSH:A+:ST+
MSDSH:A+:ST+




MSDSH:A+:ST+
WILLO:A-:CO+


WILLO:E+:OC+


MSDSH:A+:X
ELINO:N+:X
ELINO:A-:X
"WILLO:X:CO+, ELINO:X:ST+"
ELINO:O+:X
"ELINO:A+:X, MARIA:N+:X"
MSDSH:N+:ST+
MSDSH:A+:X



"WILLO:E+:X, WILLO:A+:X"

"WILLO:E+:X, WILLO:A+:X"



WILLO:X:OC+


"ELINO:C+:X, ELINO:A-:X"
MSSMI:X:SE+

WILLO:X:CO+
"ELINO:C+:X, MSDSH:C-:X"


ELINO:N-:X
ELINO:A-:X

WILLO:A+:X
MSDSH:A+:ST+
ELINO:C+:X
WILLO:A+:X

ELINO:A-:X
ELINO:C+:X
ELINO:A+:ST+
ELINO:X:ST+
WILLO:E+:X
WILLO:E+:X

MSDSH:X:ST+
ELINO:C+:X
MSSMI:X:ST-
ELINO:X:CO-
ELINO:X:CO+
ELINO:X:CO+
MSDSH:C-:X
ELINO:C+:X
MSDSH:X:CO-


MSDSH:C-:CO-


"MSDSH:X:CO+, ELINO:C+:X"

ELINO:A-:X

ELINO:A+:X


ELINO:C+:X

ELINO:C+:CO+


ELINO:A-:X
MSDSH:A+:X
MSDSH:A+:ST+
ELINO:X:ST+


WILLO:A+:X


ELINO:A+:X
ELINO:A+:ST+
ELINO:X:ST+
ELINO:C+:CO+

ELINO:A+:X
"WILLO:E+:X, ELINO:X:ST+"

WILLO:A+:X
WILLO:A+:X


ELINO:X:ST+


MSDSH:A+:X

MARIA:N+:X
"MARIA:N+:X, ELINO:X:ST+, MARGA:X:ST+, MSDSH:X:ST+"



MARIA:N+:X
MARIA:N+:X

MARIA:N+:OC+
MARIA:N+:X
MARIA:N+:X
"MARIA:O+:X, MARIA:N+:X"
"MARIA:N+:X, MARIA:O+:X"

MARIA:N+:X

"MSDSH:A+:X, ELINO:C+:X"
MSDSH:C-:X
SRMID:E+:X

ELINO:C+:X
ELINO:C+:X
ELINO:E+:X
MSDSH:A+:X
MSDSH:X:ST+
MARIA:E+:CO-

"MSDSH:X:CO+, MSDSH:X:ST+"
MSDSH:X:ST+
MSDSH:X:ST+

MSDSH:A+:ST+
"MSDSH:C-:X, MSDSH:X:CO-, MSDSH:O+:X"
"SRMID:E+:CO-, MSJEN:E+:CO-"



"ELINO:A+:X, MSDSH:X:ST+"

MARIA:E-:X
MARIA:E-:X
ELINO:E+:X
"MARIA:C-:X, ELINO:X:ST+"
"MARIA:C-:X, ELINO:X:ST+"







"ELINO:X:ST+, MARIA:C-:X "

MARIA:N+:X
MARIA:N+:ST+

"MARIA:A+:X, MARIA:E+:X, ELINO:N-:X"
"ELINO:A-:X, EDWAR:A-:X"
EDWAR:A-:X


MARIA:A-:X







MARIA:E+:X


"MARIA:E+:X, MARIA:O+:X"
MARIA:O+:X
MARIA:O+:X

MARIA:X:OC+
ELINO:X:ST+
MARIA:X:OC+

MARIA:N+:X

MARIA:X:OC+
MARIA:O+:X


MARIA:O+:X
EDWAR:O-:X
"MARIA:O+:X, EDWAR:O-:X, EDWAR:C+:X"
MARIA:O+:ST-
EDWAR:X:ST+
MARIA:N+:X

ELINO:X:ST+
"ELINO:X:ST+, ELINO:X:CO+, LADYM:A+:X, SRMID:A+:X"
MARIA:N+:ST-
ELINO:A+:X

"EDWAR:A-:X, ELINO:X:ST+"


MSDSH:E+:X
"MSDSH:E+:X, MSDSH:A+:X, EDWAR:E-:X"
MSDSH:A+:X
MSDSH:A+:X
EDWAR:X:ST+
EDWAR:A+:CO+
"MSDSH:X:OC+, MSDSH:X:ST+, MSFER:X:OC-"

EDWAR:X:SE-

"EDWAR:E-:SE-, MSFER:X:SE+"
"MSFER:X:SE+, EDWAR:E-:SE-"
EDWAR:X:SE-
EDWAR:X:SE-

"EDWAR:O-:X, EDWAR:E-:OC+"
EDWAR:X:SE-


"EDWAR:X:OC+, EDWAR:X:ST+"
"EDWAR:X:OC+, MARIA:X:SE-"

"MARIA:X:OC+, MARIA:X:SE-"
"ELINO:X:OC+, ELINO:X:CO+"
MARIA:X:SE-
MARIA:X:SE-
ELINO:X:SE-
"ELINO:X:SE-, ELINO:X:CO+, MARIA:X:CO-, MARIA:X:SE+"

ELINO:X:CO+







"MARIA:X:SE+, MARIA:X:OC+"
"MARIA:C+:X, MARIA:O+:X"

EDWAR:C+:X

MARGA:O+:X
MARGA:O+:X

MARGA:O+:OC+
MARGA:O+:X

MSDSH:C-:ST+
ELINO:C+:CO+
EDWAR:O+:X
"MARGA:O+:X, MSDSH:O+:X, ELINO:O+:X, MARIA:O+:X"
"ELINO:O+:X, MARIA:O+:X"
MARIA:O+:X
MARIA:O+:X
EDWAR:A+:X
"MARIA:O+:X, EDWAR:O-:X "
MARIA:X:CO+
MARIA:O+:X
MARIA:O+:OC+
"MARIA:C+:X, MARIA:O+:X"
MARIA:O-:ST-
MARIA:O-:X
MARIA:O-:X
MARIA:O-:X
MARIA:N+:X
"EDWAR:N+:X, EDWAR:E-:X"

EDWAR:N+:X
"MARIA:E+:X, MARIA:N+:X "
MARIA:E+:X
ELINO:E-:X
ELINO:C+:ST+
ELINO:X:CO+
"ELINO:X:CO+, ELINO:X:ST+, ELINO:X:OC-"
ELINO:X:CO+

ELINO:X:ST-
ELINO:X:CO+

"ELINO:X:CO+, ELINO:X:OC+"

MARIA:X:CO-
EDWAR:A-:ST+
EDWAR:E-:X
EDWAR:E-:SE-
MARIA:E+:X
MARIA:E+:CO-
MARIA:X:CO-
EDWAR:E-:CO+
EDWAR:E-:X


EDWAR:E-:X



ELINO:A+:X
"MARIA:O+:X, MARIA:A-:X"

EDWAR:C+:X
ELINO:X:ST+
ELINO:A+:X

MARIA:X:ST+


EDWAR:O+:X
"EDWAR:O-:X, MARIA:O+:X"
EDWAR:O-:X
EDWAR:O-:CO+
EDWAR:O+:X
"EDWAR:O+:X, EDWAR:C+:X"
EDWAR:O-:X
"EDWAR:O-:X, MARIA:A-:X"

EDWAR:A-:OC+
"EDWAR:C+:X, EDWAR:O+:X"
MARIA:X:OC+
MARIA:X:OC+
MARIA:X:OC+
EDWAR:A+:X
MARIA:A-:X


EDWAR:C+:ST+


EDWAR:C+:ST+
EDWAR:O+:X



MARIA:E+:X


MARIA:E+:CO-
"MARIA:A-:ST+, EDWAR:X:CO+"
EDWAR:X:CO+
EDWAR:X:CO+


"ELINO:A+:ST+, ELINO:C+:X"
EDWAR:E-:X

MARIA:X:ST+
"SRMID:X:OC+, MSJEN:X:OC+"
"SRMID:X:OC+, MSJEN:X:OC+"

SRMID:E+:X
SRMID:X:ST+
SRMID:E+:X
MSJEN:E+:X
"SRMID:E+:X, MARIA:E+:X, MSJEN:E+:X"
MARIA:E+:X

"MARIA:E+:X, MSCAR:E+:X"
"SRMID:E+:X, SRMID:A-:X"



MARIA:E+:X
EDWAR:X:ST+


EDWAR:A+:X
"EDWAR:A+:X, EDWAR:E+:X"

"EDWAR:A+:CO+, MARIA:A+:X"
"MSDSH:E+:ST+, EDWAR:E-:OC-"
"EDWAR:N+:OC+, EDWAR:X:CO+"


EDWAR:X:OC-
"EDWAR:X:OC-, EDWAR:X:ST+"
EDWAR:X:OC-
ELINO:A+:X
"ELINO:A+:CO+, MSDSH:X:ST+, WILLO:A-:X"
"EDWAR:N-:OC+, EDWAR:X:SE-"
EDWAR:X:CO+
EDWAR:X:CO+
"MSFER:X:ST-, MSFER:X:OC-, EDWAR:X:OC+"
EDWAR:C+:X
"EDWAR:C+:X, EDWAR:O-:X, MSDSH:X:OC+"
MSDSH:E+:X
MSDSH:A+:X
"EDWAR:C+:OC+, EDWAR:X:CO+"
EDWAR:X:OC+
"EDWAR:A+:X, EDWAR:C-:X"

EDWAR:X:CO+
MSFER:X:SE+
MSFER:X:SE+
EDWAR:O-:X
MSFER:X:SE+
EDWAR:O-:SE-
EDWAR:C-:OC+
EDWAR:C-:OC+
MSDSH:X:OC+

EDWAR:X:OC+
EDWAR:N+:X
EDWAR:N+:X
MSDSH:A+:ST+
MSDSH:A+:ST+
MSDSH:A+:ST+
"MSDSH:A+:ST+, MSDSH:X:CO+"
MSFER:X:OC-
"MSDSH:N-:ST+, ELINO:X:ST+, MARGA:X:ST+, MARIA:X:ST+ "
"ELINO:E+:CO+, MARIA:E-:X"
"ELINO:C+:CO+, MARIA:N+:X"
"ELINO:N-:CO+, ELINO:E+:X"
"MARIA:X:CO-, "
ELINO:N-:CO+
"MARIA:N-:CO+, ELINO:X:ST+"
"ELINO:C+:X, ELINO:A+:X"

ELINO:O+:X



"SRMID:E+:X, MSJEN:E+:X"
SRMID:E+:X
SRMID:E+:X
SRMID:X:ST+
ELINO:X:CO+
SRMID:X:CO-

"MSJEN:E+:X, MSJEN:O+:X"


SRMID:E+:X

MARIA:O+:X
MARIA:O+:X
MSJEN:E+:CO-
MSJEN:E+:ST+
MSJEN:E+:ST+
MSJEN:E+:ST+
MSJEN:E+:ST+
MSJEN:E+:ST+
MSJEN:E+:ST+



"MSJEN:E+:OC+, ELINO:A+:CO-"

